label,message,length,processed_msg
ham,Nope. Meanwhile she talk say make i greet you.,46,"['nope', 'meanwhil', 'talk', 'say', 'make', 'greet']"
ham,i cant talk to you now.i will call when i can.dont keep calling.,64,"['cant', 'talk', 'nowi', 'call', 'candont', 'keep', 'call']"
ham,Anything lar...,15,"['anyth', 'lar']"
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",126,"['rose', 'need', 'water', 'season', 'need', 'chang', 'poet', 'need', 'imaginationmi', 'phone', 'need', 'ur', 'sms', 'need', 'ur', 'love', 'frndship', 'forev']"
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",105,"['good', 'afternoon', 'babe', 'goe', 'day', 'ani', 'job', 'prospect', 'yet', 'miss', 'love', 'sigh']"
ham,They will pick up and drop in car.so no problem..,49,"['pick', 'drop', 'carso', 'problem']"
ham,S.i think he is waste for rr..,30,"['si', 'think', 'wast', 'rr']"
ham,He is world famamus....,23,"['world', 'famamus']"
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84,"['come', 'friday', 'leav', 'pongaldo', 'get', 'ani', 'news', 'work', 'place']"
ham,Lol well don't do it without me. We could have a big sale together.,67,"['lol', 'well', 'dont', 'without', 'could', 'big', 'sale', 'togeth']"
ham,* Am on my way,14,['way']
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,68,"['eat', 'old', 'airport', 'road', '630', 'oredi', 'got', 'lot', 'pple']"
ham,"sry can't talk on phone, with parents",37,"['sri', 'cant', 'talk', 'phone', 'parent']"
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",159,"['final', 'chanc', 'claim', 'ur', '£150', 'worth', 'discount', 'voucher', 'today', 'text', 'yes', '85023', 'savamob', 'member', 'offer', 'mobil', 'cs', 'savamob', 'pobox84', 'm263uz', '£300', 'sub', '16']"
ham,Ok lor wat time ü finish?,25,"['ok', 'lor', 'wat', 'time', 'ü', 'finish']"
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",84,"['princess', 'like', 'make', 'love', 'ltgt', 'time', 'per', 'night', 'hope', 'problem']"
ham,Mm i am on the way to railway,29,"['mm', 'way', 'railway']"
ham,i dnt wnt to tlk wid u,22,"['dnt', 'wnt', 'tlk', 'wid', 'u']"
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",201,"['im', 'done', 'im', 'sorri', 'hope', 'next', 'space', 'give', 'everyth', 'want', 'rememb', 'furnitur', 'im', 'around', 'move', 'lock', 'lock', 'leav', 'key', 'jenn']"
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,137,"['yet', 'id', 'like', 'keep', 'touch', 'easiest', 'way', 'barcelona', 'way', 'ru', 'hous']"
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",116,"['sppok', 'ur', 'mob', 'halloween', 'collect', 'nokia', 'logop', 'messag', 'plus', 'free', 'eeri', 'tone', 'txt', 'card', 'spook', '8007']"
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",167,"['urgent', 'call', '09066612661', 'landlin', 'complementari', '4', 'tenerif', 'holiday', '£10000', 'cash', 'await', 'collect', 'sae', 'tcs', 'po', 'box', '3', 'wa14', '2px', '150ppm', '18', 'sender', 'hol', 'offer']"
ham,K.:)do it at evening da:)urgent:),33,"['kdo', 'even', 'daurgent']"
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,101,"['pansi', 'youv', 'live', 'jungl', 'two', 'year', 'drive', 'worri']"
ham,Mm have some kanji dont eat anything heavy ok,45,"['mm', 'kanji', 'dont', 'eat', 'anyth', 'heavi', 'ok']"
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,124,"['onli', 'promis', 'get', 'soon', 'youll', 'text', 'morn', 'let', 'know', 'made', 'ok']"
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,84,"['lol', 'differ', 'dont', 'go', 'tri', 'find', 'everi', 'real', 'life', 'photo', 'ever', 'took']"
ham,I dont thnk its a wrong calling between us,42,"['dont', 'thnk', 'wrong', 'call', 'us']"
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,78,"['k', 'ill', 'drinkpa', 'need', 'srs', 'model', 'pls', 'send', 'mail', 'id', 'pa']"
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,70,"['aiyah', 'e', 'rain', 'like', 'quit', 'big', 'leh', 'drizzl', 'least', 'run', 'home']"
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,121,"['2', 'doc', 'appoint', 'next', 'week', 'im', 'tire', 'shove', 'stuff', 'ugh', 'whi', 'couldnt', 'normal', 'bodi']"
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,81,"['dun', 'b', 'sad', 'dun', 'thk', 'abt', 'alreadi', 'concentr', 'ur', 'paper', 'k']"
ham,"Greetings me, ! Consider yourself excused.",42,"['greet', 'consid', 'excus']"
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245,"['drama', 'plsi', 'enough', 'famili', 'struggl', 'hot', 'sun', 'strang', 'placeno', 'reason', 'whi', 'ego', 'go', 'invit', 'actual', 'necess', 'gowait', 'veri', 'serious', 'reppurcuss']"
ham,they released another Italian one today and it has a cosign option,66,"['releas', 'anoth', 'italian', 'one', 'today', 'cosign', 'option']"
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",139,"['mu', 'tri', 'figur', 'much', 'money', 'everyon', 'gas', 'alcohol', 'jay', 'tri', 'figur', 'weed', 'budget']"
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,149,"['winner', 'valu', 'network', 'custom', 'hvae', 'select', 'receiv', '£900', 'reward', 'collect', 'call', '09061701444', 'valid', '24', 'hour', 'onli', 'acl03530150pm']"
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,167,"['hcl', 'chennai', 'requir', 'fresher', 'voic', 'processexcel', 'english', 'neededsalari', 'upto', 'ltgt', 'call', 'mssuman', 'ltgt', 'telephon', 'interview', 'via', 'indyarockscom']"
ham,Dai what this da.. Can i send my resume to this id.,51,"['dai', 'da', 'send', 'resum', 'id']"
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",55,"['know', 'ltgt', 'ill', 'around', '5']"
ham,Yup i've finished c ü there...,30,"['yup', 'ive', 'finish', 'c', 'ü']"
ham,Remember to ask alex about his pizza,36,"['rememb', 'ask', 'alex', 'pizza']"
ham,No da..today also i forgot..,28,"['datoday', 'also', 'forgot']"
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",306,"['ola', 'would', 'get', 'back', 'mayb', 'today', 'told', 'direct', 'link', 'us', 'get', 'car', 'bid', 'onlin', 'arrang', 'ship', 'get', 'cut', 'u', 'partnership', 'u', 'invest', 'money', 'ship', 'take', 'care', 'restuwud', 'b', 'self', 'reliant', 'soon', 'dnt', 'worri']"
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,202,"['fwiw', 'reason', 'im', 'onli', 'around', 'time', 'smoke', 'becaus', 'gas', 'onli', 'afford', 'around', 'someon', 'tell', 'appar', 'onli', 'happen', 'somebodi', 'want', 'light']"
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",160,"['hello', 'boytoy', 'made', 'home', 'constant', 'thought', 'love', 'hope', 'nice', 'visit', 'cant', 'wait', 'till', 'come', 'home', 'kiss']"
ham,Congrats kano..whr s the treat maga?,36,"['congrat', 'kanowhr', 'treat', 'maga']"
ham,Who u talking about?,20,"['u', 'talk']"
ham,Yup...,6,['yup']
ham,Ok...,5,['ok']
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",150,"['u', 'wake', 'alreadi', 'wat', 'u', 'u', 'pick', 'us', 'later', 'rite', 'im', 'take', 'sq825', 'reach', 'ard', '7', 'smth', '8', 'like', 'dat', 'u', 'check', 'e', 'arriv', 'time', 'c', 'ya', 'soon']"
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,73,"['yunni', 'im', 'walk', 'citylink', 'ü', 'faster', 'come', 'veri', 'hungri']"
ham,Er yep sure. Props?,19,"['er', 'yep', 'sure', 'prop']"
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",153,"['hiya', 'u', 'pay', 'money', 'account', 'thank', 'got', 'pleasant', 'surpris', 'check', 'balanc', 'u', 'c', 'dont', 'get', 'statement', '4', 'acc']"
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,158,"['u', 'nokia', '6230', 'plus', 'free', 'digit', 'camera', 'u', 'get', 'u', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '83383', 'pobox11414tcrw1', '16']"
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,45,"['ok', 'ill', 'send', 'ltdecimalgt', 'ok']"
ham,Bognor it is! Should be splendid at this time of year.,54,"['bognor', 'splendid', 'time', 'year']"
ham,Yes.i'm in office da:),22,"['yesim', 'offic', 'da']"
ham,"Sorry, I'll call later",22,"['sorri', 'ill', 'call', 'later']"
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,67,"['joy', 'father', 'john', 'john', 'name', 'joy', 'father', 'mandan']"
ham,Ok. I only ask abt e movie. U wan ktv oso?,42,"['ok', 'onli', 'ask', 'abt', 'e', 'movi', 'u', 'wan', 'ktv', 'oso']"
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,179,"['misplac', 'number', 'send', 'text', 'old', 'number', 'wonder', 'whi', 'ive', 'heard', 'year', 'best', 'mcat', 'got', 'number', 'atlanta', 'friend']"
ham,"Sorry, I'll call later",22,"['sorri', 'ill', 'call', 'later']"
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,80,"['dunno', 'lei', 'might', 'b', 'eatin', 'wif', 'fren', 'ü', 'wan', 'eat', 'wait', '4', 'ü', 'lar']"
ham,"Sorry, I'll call later",22,"['sorri', 'ill', 'call', 'later']"
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,99,"['free', 'entri', '£250', 'week', 'comp', 'send', 'word', 'win', '80086', '18', 'tc', 'wwwtxttowincouk']"
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",163,"['say', 'slowli', 'godi', 'love', 'amp', 'need', 'youclean', 'heart', 'bloodsend', 'ten', 'special', 'peopl', 'amp', 'u', 'c', 'miracl', 'tomorrow', 'itplspl']"
ham,Do u noe how 2 send files between 2 computers?,46,"['u', 'noe', '2', 'send', 'file', '2', 'comput']"
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",158,"['mmmmm', 'love', 'wake', 'word', 'morn', 'miss', 'love', 'hope', 'day', 'goe', 'well', 'happi', 'wait', 'us', 'togeth']"
ham,jay says he'll put in  &lt;#&gt;,32,"['jay', 'say', 'hell', 'put', 'ltgt']"
ham,Can you just come in for a sec? There's somebody here I want you to see,71,"['come', 'sec', 'somebodi', 'want', 'see']"
ham,So the sun is anti sleep medicine.,34,"['sun', 'anti', 'sleep', 'medicin']"
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,104,"['happen', 'gotten', 'job', 'begun', 'registr', 'perman', 'resid']"
ham,Yup ok...,9,"['yup', 'ok']"
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,95,"['glad', 'went', 'well', 'come', '11', 'well', 'plenti', 'time', 'befor', 'clair', 'goe', 'work']"
ham,Ok enjoy . R u there in home.,29,"['ok', 'enjoy', 'r', 'u', 'home']"
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",155,"['pls', 'pls', 'send', 'mail', 'know', 'relat', 'come', 'deliv', 'know', 'cost', 'risk', 'benefit', 'anyth', 'els', 'thank']"
ham,You do what all you like,24,['like']
ham,That's y we haf to combine n c how lor...,41,"['haf', 'combin', 'n', 'c', 'lor']"
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,106,"['month', 'amount', 'terribl', 'pay', 'anyth', 'till', '6month', 'finish', 'school']"
ham,Hmmm:)how many players selected?,32,"['hmmmhow', 'mani', 'player', 'select']"
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",112,"['said', 'gonna', 'snow', 'start', 'around', '8', '9', 'pm', 'tonit', 'predict', 'inch', 'accumul']"
ham,I dont. Can you send it to me. Plus how's mode.,47,"['dont', 'send', 'plus', 'mode']"
ham,Aiyo please ü got time meh.,27,"['aiyo', 'pleas', 'ü', 'got', 'time', 'meh']"
ham,Package all your programs well,30,"['packag', 'program', 'well']"
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",289,"['sister', 'belong', '2', 'famili', 'hope', 'tomorrow', 'pray', '4', 'herwho', 'fate', '4', 'shoranur', 'train', 'incid', 'let', 'hold', 'hand', 'togeth', 'amp', 'fuell', 'love', 'amp', 'concern', 'prior', '2', 'grief', 'amp', 'pain', 'pls', 'join', 'dis', 'chain', 'amp', 'pass', 'stop', 'violenc', 'women']"
ham,So are you guys asking that i get that slippers again or its gone with last year,80,"['guy', 'ask', 'get', 'slipper', 'gone', 'last', 'year']"
ham,Company is very good.environment is terrific and food is really nice:),70,"['compani', 'veri', 'goodenviron', 'terrif', 'food', 'realli', 'nice']"
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",101,"['text82228', 'get', 'rington', 'logo', 'game', 'wwwtxt82228com', 'question', 'infotxt82228couk']"
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,122,"['honest', 'ive', 'made', 'love', 'cup', 'tea', 'prompt', 'drop', 'key', 'burnt', 'finger', 'get']"
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,59,"['yup', 'studi', 'surf', 'lor', 'im', 'e', 'lazi', 'mode', 'today']"
ham,Please sen :)my kind advice :-)please come here and try:-),58,"['pleas', 'sen', 'kind', 'advic', 'pleas', 'come', 'tri']"
ham,I'm done. C ü there.,20,"['im', 'done', 'c', 'ü']"
ham,"Oh fine, I'll be by tonight",27,"['oh', 'fine', 'ill', 'tonight']"
ham,Ü give me some time to walk there.,34,"['ü', 'give', 'time', 'walk']"
ham,I'll reach in ard 20 mins ok...,31,"['ill', 'reach', 'ard', '20', 'min', 'ok']"
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",156,"['freemsg', 'award', 'free', 'mini', 'digit', 'camera', 'repli', 'snap', 'collect', 'prize', 'quizclub', 'opt', 'stop', '80122300pwk', 'sprwm', 'ph08704050406']"
ham,Fuck babe ... What happened to you ? How come you never came back?,66,"['fuck', 'babe', 'happen', 'come', 'never', 'came', 'back']"
spam,This message is brought to you by GMW Ltd. and is not connected to the,70,"['messag', 'brought', 'gmw', 'ltd', 'connect']"
ham,"Some friends want me to drive em someplace, probably take a while",65,"['friend', 'want', 'drive', 'em', 'someplac', 'probabl', 'take']"
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,95,"['also', 'thk', 'fast', 'xy', 'suggest', 'one', 'u', 'dun', 'wan', 'ok', 'go', '2', 'rain', 'leh', 'got', 'gd']"
ham,Are you still getting the goods.,32,"['still', 'get', 'good']"
ham,And maybe some pressies,23,"['mayb', 'pressi']"
ham,"Yeah I am, so I'll leave maybe 7ish?",36,"['yeah', 'ill', 'leav', 'mayb', '7ish']"
ham,K..k..i'm also fine:)when will you complete the course?,55,"['kkim', 'also', 'finewhen', 'complet', 'cours']"
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140,"['sea', 'lay', 'rock', 'rock', 'envelop', 'envelop', 'paper', 'paper', '3', 'word']"
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,144,"['told', 'dr', 'appt', 'next', 'week', 'think', 'im', 'gonna', 'die', 'told', 'check', 'noth', 'worri', 'didnt', 'listen']"
ham,You in your room? I need a few,30,"['room', 'need']"
ham,I dont want to hear anything,28,"['dont', 'want', 'hear', 'anyth']"
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,83,"['hey', 'leav', 'friday', 'wait', 'ask', 'superior', 'tell']"
ham,Ultimately tor motive tui achieve korli.,40,"['ultim', 'tor', 'motiv', 'tui', 'achiev', 'kor']"
ham,From 5 to 2 only my work timing.,32,"['5', '2', 'onli', 'work', 'time']"
ham,… and don‘t worry we‘ll have finished by march … ish!,53,"['…', 'worri', ""we'll"", 'finish', 'march', '…', 'ish']"
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",116,"['hous', 'water', 'dock', 'boat', 'roll', 'newscast', 'dabbl', 'jazz', 'flute', 'behind', 'wheel']"
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",160,"['congrat', '2', 'mobil', '3g', 'videophon', 'r', 'call', '09063458130', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'nolin', 'rentl', 'bx420', 'ip4', '5we', '150p']"
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,153,"['next', 'amaz', 'xxx', 'picsfree1', 'video', 'sent', 'enjoy', 'one', 'vid', 'enough', '2day', 'text', 'back', 'keyword', 'picsfree1', 'get', 'next', 'video']"
ham,Now thats going to ruin your thesis!,36,"['go', 'ruin', 'thesi']"
ham,In sch but neva mind u eat 1st lor..,36,"['sch', 'neva', 'mind', 'u', 'eat', '1st', 'lor']"
ham,Hey whats up? U sleeping all morning?,37,"['hey', 'u', 'sleep', 'morn']"
ham,Erm. I thought the contract ran out the4th of october.,54,"['erm', 'thought', 'contract', 'ran', 'the4th', 'octob']"
ham,I dunno until when... Lets go learn pilates...,46,"['dunno', 'let', 'go', 'learn', 'pilat']"
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,133,"['u', 'subscrib', 'best', 'mobil', 'content', 'servic', 'uk', '£3', 'per', 'ten', 'day', 'send', 'stop', '83435', 'helplin', '08706091795']"
ham,Yup i'm elaborating on the safety aspects and some other issues..,65,"['yup', 'im', 'elabor', 'safeti', 'aspect', 'issu']"
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",130,"['3', 'free', 'tarot', 'text', 'find', 'love', 'life', 'tri', '3', 'free', 'text', 'chanc', '85555', '16', 'onli', '3', 'free', 'msgs', '£150']"
ham,"Goodmorning, today i am late for 1hr.",37,"['goodmorn', 'today', 'late', '1hr']"
ham,Hi happy birthday. Hi hi hi hi hi hi hi,39,"['hi', 'happi', 'birthday', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']"
ham,I will be outside office take all from there,44,"['outsid', 'offic', 'take']"
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82,"['dont', 'respond', 'imma', 'assum', 'still', 'asleep', 'imma', 'start', 'call', 'n', 'shit']"
ham,"Aight, see you in a bit",23,"['aight', 'see', 'bit']"
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),155,"['superior', 'tell', 'friday', 'leav', 'depart', 'except', 'oursso', 'leav', 'youani', 'way', 'call', 'wahe', 'fathima', 'hr', 'conform']"
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,153,"['join', 'uk', 'horniest', 'dog', 'servic', 'u', 'sex', '2nite', 'sign', 'follow', 'instruct', 'txt', 'entri', '69888', 'nytec2a3lpmsg150p']"
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,153,"['lol', 'take', 'member', 'said', 'aunt', 'flow', 'didnt', 'visit', '6', 'month', 'caus', 'develop', 'ovarian', 'cyst', 'bc', 'onli', 'way', 'shrink']"
ham,Still work going on:)it is very small house.,44,"['still', 'work', 'go', 'onit', 'veri', 'small', 'hous']"
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",117,"['friend', 'got', 'say', 'hes', 'order', 'gram', 'hes', 'got', 'ltgt', 'get']"
ham,Tmr timin still da same wat cos i got lesson until 6...,55,"['tmr', 'timin', 'still', 'da', 'wat', 'cos', 'got', 'lesson', '6']"
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",124,"['thing', 'ape', 'u', 'fight', 'death', 'keep', 'someth', 'minut', 'u', 'let', 'go']"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,136,"['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'liverpool', 'play', 'mid', 'week', 'txt', 'ansr', '82277', '£150', 'sptyron']"
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,109,"['im', 'gonna', 'abl', 'late', 'notic', 'ill', 'home', 'week', 'anyway', 'plan']"
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",65,"['got', 'fujitsu', 'ibm', 'hp', 'toshiba', 'got', 'lot', 'model', 'say']"
ham,Okie... Thanx...,16,"['oki', 'thanx']"
ham,"Gosh that , what a pain. Spose I better come then.",50,"['gosh', 'pain', 'spose', 'better', 'come']"
ham,"As usual..iam fine, happy &amp; doing well..:)",46,"['usualiam', 'fine', 'happi', 'amp', 'well']"
ham,Okie,4,['oki']
ham,So when you gonna get rimac access ,35,"['gonna', 'get', 'rimac', 'access']"
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,95,"['im', 'arestaur', 'eat', 'squid', '1030', 'wanna', 'dosometh', 'late']"
ham,You call times job today ok umma and ask them to speed up,57,"['call', 'time', 'job', 'today', 'ok', 'umma', 'ask', 'speed']"
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,132,"['hello', 'ucal', 'wen', 'u', 'finish', 'wrki', 'fanci', 'meetin', 'wiv', 'u', 'tonit', 'need', 'break', 'dabook', '4', 'hrs', 'last', 'nite2', 'today', 'wrk']"
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56,"['r', 'u', 'sam', 'p', 'eachoth', 'meet', 'go', '2', 'hous']"
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,62,"['yeah', 'lol', 'luckili', 'didnt', 'star', 'role', 'like']"
ham,Hello madam how are you ?,25,"['hello', 'madam']"
ham,"Awesome, text me when you're restocked",38,"['awesom', 'text', 'restock']"
ham,"As usual..iam fine, happy &amp; doing well..:)",46,"['usualiam', 'fine', 'happi', 'amp', 'well']"
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,154,"['knock', 'knock', 'txt', 'whose', '80082', 'enter', 'r', 'week', 'draw', '4', '£250', 'gift', 'voucher', '4', 'store', 'yr', 'choic', 'tcs', 'wwwtklscom', 'age16', 'stoptxtstop£150week']"
ham,Yes. It's all innocent fun. O:-),32,"['yes', 'innoc', 'fun']"
ham,Thanks for sending this mental ability question..,49,"['thank', 'send', 'mental', 'abil', 'question']"
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",243,"['sir', 'hope', 'day', 'go', 'smooth', 'realli', 'hope', 'wont', 'bother', 'bill', 'cant', 'settl', 'month', 'extra', 'cash', 'know', 'challeng', 'time', 'also', 'let', 'know']"
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42,"['2marrow', 'onli', 'wed', 'ltgt', '2', 'aha']"
ham,I went to ur hon lab but no one is there.,41,"['went', 'ur', 'hon', 'lab', 'one']"
ham,I cant pick the phone right now. Pls send a message,51,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'messag']"
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,81,"['hey', 'pple700', '900', '5', 'nightsexcel', 'locat', 'wif', 'breakfast', 'hamper']"
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,173,"['forward', '21870000hi', 'mailbox', 'messag', 'sms', 'alert', '40', 'match', 'pleas', 'call', 'back', '09056242159', 'retriev', 'messag', 'match', 'cc100pmin']"
ham,How come?,9,['come']
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,136,"['lol', 'nah', 'wasnt', 'bad', 'thank', 'good', 'b', 'home', 'quit', 'realiti', 'check', 'ur', 'day', 'u', 'anyth', 'websit']"
ham,Ok lor...,9,"['ok', 'lor']"
ham,I'm coming home 4 dinner.,25,"['im', 'come', 'home', '4', 'dinner']"
ham,S da..al r above  &lt;#&gt;,27,"['daal', 'r', 'abov', 'ltgt']"
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",106,"['free', 'ring', 'tone', 'text', 'poli', '87131', 'everi', 'week', 'get', 'new', 'tone', '0870737910216yr', 'onli', '£150wk']"
ham,Unni thank you dear for the recharge..Rakhesh,45,"['unni', 'thank', 'dear', 'rechargerakhesh']"
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,115,"['know', 'im', 'lack', 'particular', 'dramastorm', 'detail', 'part', 'im', 'worri']"
