label,message,length
ham,"['Hows', 'watch', 'resizing']",24
ham,"['Dear', 'umma', 'called']",31
ham,"['finished', 'Missing', 'plenty']",33
spam,"['complimentary', '4', 'STAR', 'Ibiza', 'Holiday', '£10000', 'cash', 'needs', 'URGENT', 'collection', '09066364349', 'Landline', 'lose', 'Box434SK38WP150PPM18']",149
ham,"['Well', 'meant', 'opposed', 'drunken', 'night']",54
ham,"['K', 'Must', 'book', 'huh', 'going', 'yoga', 'basic', 'sunday']",60
spam,"['FREE', 'MSGWe', 'billed', 'mobile', 'number', 'mistake', 'shortcode', '83332Please', 'call', '08081263000', 'charges', 'refundedThis', 'call', 'free', 'BT', 'landline']",160
ham,['Ok'],9
ham,"['Oops', 'mums', 'somerset', 'Bit', 'far', 'Back', 'tomo', 'see', 'soon', 'x']",71
ham,"['u', 'workin', 'overtime', 'nigpun']",28
ham,"['kallis', 'dismissial', '2nd', 'test']",41
ham,"['Guess', 'got', 'screwd']",29
spam,"['Please', 'CALL', '08712402972', 'immediately', 'urgent', 'message', 'waiting']",81
ham,"['Im', 'meeting', 'call', 'later']",34
ham,"['r', 'u', 'cooking', 'dinner']",31
ham,"['Ok', 'thanx']",11
ham,"['Bull', 'plan', 'go', 'floating', 'IKEA', 'without', 'care', 'world', 'live', 'mess', 'another', 'day']",129
ham,['buy'],11
spam,"['URGENT', 'Mobile', 'number', 'awarded', '£2000', 'Bonus', 'Caller', 'Prize', 'Call', '09058095201', 'land', 'line', 'Valid', '12hrs']",126
ham,"['Heehee', 'funny', 'tho']",28
ham,"['simple', 'arithmetic', 'percentages']",47
ham,"['Yeah', 'wouldnt', 'leave', 'hour', 'least', 'hows', '4', 'sound']",59
spam,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'Mob', 'awarded', '£1500', 'Bonus', 'Prize', 'call', '09066364589']",152
ham,"['Thanks', 'honey', 'great', 'day']",31
ham,"['Amazing', 'Quote', 'Sometimes', 'life', 'difficult', 'decide', 'whats', 'wrong', 'lie', 'brings', 'smile', 'truth', 'brings', 'tear']",141
ham,"['Good', 'night', 'dear', 'SleepwellampTake', 'care']",44
ham,"['ü', 'ask', 'dad', 'pick', 'ü', 'lar', 'Ü', 'wan', '2', 'stay', '6', 'meh']",62
ham,"['Jus', 'chillaxin']",22
ham,"['HEY', 'DAS', 'COOL', 'IKNOW', '2', 'WELLDA', 'PERIL', 'STUDENTFINANCIAL', 'CRISISSPK', '2', 'U', 'L8R']",80
ham,"['Beautiful', 'Truth', 'Gravity', 'Read', 'carefully', 'heart', 'feels', 'light', 'someone', 'feels', 'heavy', 'someone', 'leaves', 'GOODMORNING']",158
spam,"['want', 'New', 'Nokia', '3510i', 'colour', 'phone', 'DeliveredTomorrow', '300', 'free', 'minutes', 'mobile', '100', 'free', 'texts', 'Free', 'Camcorder', 'reply', 'call', '08000930705']",157
ham,"['Whats', 'coming', 'hill', 'monster', 'Hope', 'great', 'day', 'Things', 'r', 'going', 'fine', 'busy', 'though']",120
ham,"['Joys', 'father', 'John', 'John', 'Joys', 'father', 'u', 'ans', 'ths', 'hav', 'ltgt', 'IQ', 'Tis', 'IAS', 'question', 'try', 'answer']",131
ham,"['ill', 'obey']",40
ham,"['didnt', 'search', 'online', 'let', 'know']",52
ham,"['need', 'go', 'get']",34
ham,"['pic', 'Please', 'resend']",23
ham,"['remains', 'bro', 'amongst', 'bros']",29
ham,"['Uhhhhrmm', 'isnt', 'tb', 'test', 'bad', 'youre', 'sick']",48
ham,"['haf', 'enuff', 'space', 'got', 'like', '4', 'mb']",38
spam,"['LIFE', 'never', 'much', 'fun', 'great', 'came', 'made', 'truly', 'special', 'wont', 'forget', 'enjoy', 'one', 'gbpsms']",136
spam,"['want', 'new', 'Video', 'phone', '600', 'anytime', 'network', 'mins', '400', 'Inclusive', 'Video', 'calls', 'downloads', '5', 'per', 'week', 'Free', 'delTOMORROW', 'call', '08002888812', 'reply']",157
spam,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'Mob', 'awarded', '£1500', 'Bonus', 'Prize', 'call', '09066368470']",152
spam,"['Welcome', 'Please', 'reply', 'AGE', 'GENDER', 'begin', 'eg', '24M']",64
spam,"['Freemsg', '1month', 'unlimited', 'free', 'calls', 'Activate', 'SmartCall', 'Txt', 'CALL', '68866', 'Subscriptn3gbpwk', 'unlimited', 'calls', 'Help', '08448714184', 'Stoptxt', 'stop', 'landlineonly']",160
spam,"['mobile', '10', 'mths', 'Update', 'latest', 'Orange', 'cameravideo', 'phones', 'FREE', 'Save', '£s', 'Free', 'textsweekend', 'calls', 'Text', 'YES', 'callback', 'orno', 'opt']",157
spam,"['new', '2', 'club', 'dont', 'fink', 'met', 'yet', 'B', 'gr8', '2', 'C', 'U', 'Please', 'leave', 'msg', '2day', 'wiv', 'ur', 'area', '09099726553', 'reply', 'promised', 'CARLIE', 'x', 'Calls£1minMobsmore', 'LKPOBOX177HP51FL']",160
ham,"['True', 'easier']",31
ham,"['Sure', 'since', 'parents', 'working', 'Tuesday', 'dont', 'really', 'need', 'cover', 'story']",86
ham,"['Haha', 'okay', 'Today', 'weekend', 'leh']",34
ham,"['Hi', 'darlin', 'youPhone', 'Im', 'atHome', 'youwanna', 'chat']",54
ham,"['dont', 'know', 'jack', 'shit', 'anything', 'id', 'sayask', 'something', 'helpful', 'want', 'pretend', 'text', 'whatever', 'response', 'hypotheticalhuagauahahuagahyuhagga']",193
ham,"['Youve', 'always', 'brainy', 'one']",34
ham,"['Yeah', 'get', 'random', 'dude', 'need', 'change', 'info', 'sheets', 'PARTY', 'ltgt', '7', 'NEVER', 'STUDY', 'safe']",124
spam,"['Camera', 'awarded', 'SiPix', 'Digital', 'Camera', 'call', '09061221066', 'fromm', 'landline', 'Delivery', 'within', '28', 'days']",106
ham,"['Christmas', 'occasion', 'Celebrated', 'Reflection', 'UR', 'Values', 'Desires', 'Affectionsamp', 'Traditions', 'ideal', 'Christmas']",152
ham,"['Sending', 'greetings', 'joy', 'happiness', 'gr8', 'evening']",65
ham,"['Hi', 'darlin', 'cantdo', 'anythingtomorrow', 'myparents', 'aretaking', 'outfor', 'meal', 'u', 'free', 'Katexxx']",101
ham,"['india', 'win', 'level', 'series', 'means', 'record']",51
ham,['plan'],29
ham,"['good', 'hear']",25
ham,"['awesome', 'deal', 'gate', 'Charles', 'told', 'last', 'night', 'uh', 'yeah']",78
ham,"['time', 'thinkin', 'goin']",30
spam,"['Get', 'FREE', 'mobile', 'video', 'player', 'FREE', 'movie', 'collect', 'text', 'GO', '89105', 'free', 'Extra', 'films', 'ordered', 'ts', 'cs', 'apply', '18', 'yrs']",139
spam,"['Save', 'money', 'wedding', 'lingerie', 'wwwbridalpetticoatdreamscouk', 'Choose', 'superb', 'selection', 'national', 'delivery', 'Brought', 'WeddingFriend']",153
ham,"['board', 'working', 'fine', 'issue', 'overheating', 'also', 'reslove', 'still', 'software', 'inst', 'pending', 'come', 'around', '8o', 'clock']",135
ham,"['Yes', 'dont', 'care', 'cause', 'know']",44
ham,"['wiskey', 'Brandy', 'Rum', 'Gin', 'Beer', 'Vodka', 'Scotch', 'Shampain', 'Wine', 'KUDIyarasu', 'dhina', 'vaazhthukkal']",89
ham,"['Mon', 'okie', 'lor', 'Haha', 'best', 'cheap', 'n', 'gd', 'food', 'la', 'ex', 'oso', 'okie', 'Depends', 'whether', 'wana', 'eat', 'western', 'chinese', 'food', 'Den', 'u', 'prefer']",142
ham,"['Sitting', 'ard', 'nothing', 'lor', 'U', 'leh', 'busy', 'w', 'work']",49
ham,"['ltgt', 'k', 'oh', 'send', 'home', 'sale']",54
ham,"['Sorry', 'mail']",19
ham,"['Ya', 'telling', 'abt', 'tht', 'incident']",34
ham,"['Yes', 'outside', 'like', '2', 'hours', 'called', 'whole', 'family', 'wake', 'cause', 'started', '1']",107
ham,"['Ugh', 'got', 'outta', 'class']",24
ham,"['Nowadays', 'people', 'notixiquating', 'laxinorficated', 'opportunity', 'bambling', 'entropication', 'ever', 'oblisingately', 'opted', 'ur', 'books', 'masteriastering', 'amplikater', 'fidalfication', 'champlaxigating', 'think', 'atrocious', 'Wotz', 'Ur', 'Opinion', 'Junna']",274
ham,"['dont', 'file', 'bagi', 'work', 'called', 'mei', 'tell', 'find', 'anything', 'room']",118
ham,"['need', 'lar', 'Jus', 'testing', 'e', 'phone', 'card', 'Dunno', 'network', 'gd', 'thk', 'waiting', '4', 'sis', '2', 'finish', 'bathing', 'bathe', 'Dun', 'disturb', 'u', 'liao', 'u', 'cleaning', 'ur', 'room']",158
ham,"['Ok', 'Ill', 'right', 'later']",28
ham,"['Friendship', 'poem', 'Dear', 'Dear', 'U', 'R', 'Near', 'Hear', 'Dont', 'Get', 'Fear', 'Live', 'Cheer', 'Tear', 'U', 'R', 'Always', 'Dear', 'Gud', 'ni8']",127
ham,"['lunch', 'come', 'quickly', 'open', 'door']",52
spam,"['heard', 'U4', 'Call', 'night', 'knickers', 'Make', 'beg', 'like', 'U', 'last', 'time', '01223585236', 'XX', 'Luv', 'Nikiyu4net']",153
ham,"['back', 'Bit', 'long', 'cos', 'accident', 'a30', 'divert', 'via', 'wadebridgeI', 'brilliant', 'weekend', 'thanks', 'Speak', 'soon', 'Lots', 'love']",131
ham,"['K', 'yan', 'jiu', 'liao', 'Sat', 'go', '4', 'bugis', 'vill', 'one', 'frm', '10', '3', 'den', 'hop', 'parco', '4', 'nb', 'Sun', 'go', 'cine', 'frm', '1030', '2', 'den', 'hop', 'orc', 'mrt', '4', 'hip', 'hop', '4']",155
spam,"['Bloomberg', 'Message', 'center', '447797706009', 'wait', 'Apply', 'future', 'httpcareers', 'bloombergcom']",101
ham,"['seeking', 'lady', 'street', 'freak', 'sheets']",73
ham,['phone'],8
ham,"['Haha', 'figures', 'well', 'found', 'piece', 'priscillas', 'bowl']",57
ham,"['Actually', 'fuck', 'whatever', 'find', 'excuse', 'tampa', 'point', 'january', 'though']",106
spam,"['URGENT', 'trying', 'contact', 'U', 'Todays', 'draw', 'shows', '£800', 'prize', 'GUARANTEED', 'Call', '09050001808', 'land', 'line', 'Claim', 'M95', 'Valid12hrs']",156
ham,"['yay', 'finally', 'lol', 'missed', 'cinema', 'trip', 'last', 'week']",56
ham,"['day', 'working', 'dayexcept', 'saturday', 'sunday']",49
ham,"['aathiwhere', 'dear']",27
ham,"['Heart', 'empty', 'without', 'love', 'Mind', 'empty', 'without', 'wisdom', 'Eyes', 'r', 'empty', 'without', 'dreams', 'amp', 'Life', 'empty', 'without', 'frnds', 'Alwys', 'Touch', 'Good', 'night', 'amp', 'sweet', 'dreams']",176
ham,"['think', 'I‘m', 'waiting', 'bus', 'Inform', 'get', 'ever', 'get']",90
ham,"['getting', 'back', 'time', 'soon']",31
ham,"['hows', 'things', 'quick', 'question']",38
ham,"['Night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'May', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay', 'Gud', 'mrng']",156
ham,"['probably', 'come', 'everybodys', 'done', 'around', 'ltgt', 'right']",66
ham,"['got', 'new', 'year', 'cos', 'yetunde', 'said', 'wanted', 'surprise', 'didnt', 'see', 'money', 'returned', 'mid', 'january', 'ltgt', 'day', 'return', 'period', 'ended']",180
ham,"['ask', 'around', 'theres', 'lot', 'terms', 'mids']",63
ham,"['sure', 'check', 'yahoo', 'email', 'sent', 'photos', 'yesterday']",59
ham,['looking'],25
ham,"['Wherres', 'boytoy']",24
spam,"['want', 'NEW', 'video', 'phone750', 'anytime', 'network', 'mins', '150', 'text', 'five', 'pounds', 'per', 'week', 'call', '08000776320', 'reply', 'delivery', 'tomorrow']",148
ham,"['Hello', 'love', 'goes', 'day', 'wish', 'well', 'fine', 'babe', 'hope', 'find', 'job', 'prospects', 'miss', 'boytoy', 'teasing', 'kiss']",149
ham,"['Tell', 'bad', 'character', 'u', 'Dnt', 'lik', 'Ill', 'try', 'change', 'ltgt', 'add', 'tat', '2', 'new', 'year', 'resolution', 'Waiting', 'ur', 'replyBe', 'frankgood', 'morning']",165
ham,"['Noi', 'got', 'rumour', 'going', 'buy', 'apartment', 'chennai']",63
ham,"['Yeah', 'probably', 'earlier']",32
ham,"['Change', 'windows', 'logoff', 'sound']",29
ham,"['Still', 'checked', 'da']",35
ham,"['Im', 'also', 'came', 'room']",22
ham,"['Huh', 'got', 'lesson', '4', 'lei', 'n', 'thinkin', 'going', 'sch', 'earlier', 'n', 'tot', 'parkin', 'kent', 'vale']",105
ham,['Ok'],3
ham,"['reach', 'office', 'around', 'ltDECIMALgt', 'amp', 'mobile', 'problem', 'cannt', 'get', 'voice', 'call', 'asa', 'ill', 'free']",126
ham,"['Cool', 'text', 'head']",31
spam,"['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'land', 'line', '09050000878', 'PoBox45W2TG150P']",140
spam,"['Wan2', 'win', 'MeetGreet', 'Westlife', '4', 'U', 'm8', 'currently', 'tour', '1Unbreakable', '2Untamed', '3Unkempt', 'Text', '12', '3', '83049', 'Cost', '50p', 'std', 'text']",161
ham,"['Happy', 'birthday', 'May', 'u', 'find', 'ur', 'prince', 'charming', 'soon', 'n', 'dun', 'work', 'hard']",75
ham,"['Oh', 'grand', 'bit', 'party', 'doesnt', 'mention', 'cover', 'charge', 'probably', 'first', 'come', 'first', 'served']",121
ham,"['said', 'went', 'back', 'bed', 'cant', 'sleep', 'anything']",75
ham,"['hope', 'arnt', 'pissed', 'id', 'would', 'really', 'like', 'see', 'tomorrow', 'Love', 'xxxxxxxxxxxxxX']",95
spam,"['Dorothykiefercom', 'Bank', 'Granite', 'issues', 'StrongBuy', 'EXPLOSIVE', 'PICK', 'MEMBERS', '300', 'Nasdaq', 'Symbol', 'CDGT', '500', 'per']",156
ham,"['says', 'ltgt', 'year', 'old', 'man', 'money', 'Im', 'last', 'ltgt', 'Still', 'waiting', 'check']",114
ham,"['come', 'ur', 'home']",26
ham,"['Free', 'day', 'finish', '6', 'mon', 'n', 'thurs']",48
ham,['food'],25
ham,"['life', 'alle', 'moneeppolum', 'oru', 'pole', 'allalo']",38
ham,['Nite'],7
ham,"['Two', 'fundamentals', 'cool', 'life', 'Walk', 'like', 'KING', 'Walk', 'like', 'Dont', 'carewhoever', 'KING', 'Gud', 'nyt']",125
ham,"['Camera', 'quite', 'good', '101mega', 'pixels', '3optical', '5digital', 'dooms', 'lovely', 'holiday', 'safe', 'hope', 'hav', 'good', 'journey', 'Happy', 'new', 'year', 'See', 'couple', 'weeks']",189
ham,"['Hi', 'Peteynoi\x92m', 'ok', 'wanted', '2', 'chat', 'coz', 'avent', 'spoken', '2', 'u', '4', 'long', 'timehope', 'ur', 'doin', 'alritehave', 'good', 'nit', 'js', 'love', 'ya', 'amx']",124
ham,"['saw', 'ron', 'burgundy', 'captaining', 'party', 'boat', 'yeah']",55
ham,"['Im', 'serious', 'money', 'base']",38
ham,"['Already', 'one', 'guy', 'loving']",29
ham,"['Staff', 'placement', 'training', 'Amrita', 'college']",46
ham,"['always', 'chat', 'fact', 'need', 'money', 'raise']",62
ham,"['Im', 'job', 'profile', 'seems', 'like', 'bpo']",32
ham,"['Well', 'give', 'cos', 'said', 'didn‘t', 'one', 'nighters', 'persevered', 'found', 'one', 'cheap', 'apologise', 'advance', 'somewhere', 'sleep', 'isnt']",192
ham,"['think', 'actually', 'talk', 'call', 'boss', 'morning', 'went', 'place', 'last', 'year', 'told', 'could', 'go', 'get', 'car', 'fixed', 'cheaper', 'kept', 'telling', 'today', 'much', 'hoped', 'would', 'come', 'back', 'always', 'regretted', 'getting', 'number', 'etc']",287
ham,"['willing', 'go', 'apps', 'class']",37
ham,"['Hanging', 'brother', 'family']",42
ham,"['reach', '9', 'telling', 'dont', 'know']",70
ham,"['Hey', 'going', 'quit', 'soon', 'Xuhui', 'working', 'till', 'end', 'month']",77
ham,"['Im', 'sorry', 'bout', 'last', 'nite', 'wasn\x92t', 'ur', 'fault', 'spouse', 'pmt', 'sumthin', 'U', '4give', 'think', 'u', 'shldxxxx']",114
ham,"['Try', 'neva', 'mate']",15
ham,"['Yeah', 'thatd', 'pretty', 'much', 'best', 'case', 'scenario']",49
ham,"['free', 'today', 'haf', '2', 'pick', 'parents', 'tonite']",53
ham,"['HEY', 'BABE', 'FAR', '2', 'SPUNOUT', '2', 'SPK', 'DA', 'MO', 'DEAD', '2', 'DA', 'WRLD', 'SLEEPING', 'DA', 'SOFA', 'DAY', 'COOL', 'NYTHO', 'TX', '4', 'FONIN', 'HON', 'CALL', '2MWEN', 'IM', 'BK', 'FRMCLOUD', '9', 'J', 'X']",159
ham,"['send', 'naughty', 'pix']",33
spam,"['£1000', 'winner', 'Guaranteed', 'Caller', 'Prize', 'Final', 'attempt', 'contact', 'Claim', 'Call', '09071517866', '150ppmPOBox10183BhamB64XE']",149
spam,"['Xmas', 'New', 'Years', 'Eve', 'tickets', 'sale', 'club', 'day', '10am', 'till', '8pm', 'Thurs', 'Fri', 'Sat', 'night', 'week', 'Theyre', 'selling', 'fast']",157
ham,"['Tyler', 'getting', '8th', 'leave', 'long', '9', 'get', 'like', 'hour']",87
ham,"['Prepare', 'pounded', 'every', 'night']",36
ham,"['Actually', 'mobile', 'full', 'msg', 'work', 'online', 'need', 'send', 'ltgt', 'sent', 'msg', 'wil', 'explain', 'u', 'later']",134
ham,"['Sorry', 'Ill', 'call', 'later']",22
ham,"['Good', 'evening']",26
ham,"['Im', 'home', 'Please', 'call']",24
ham,"['Oic', 'cos', 'n', 'sis', 'got', 'lunch', 'today', 'dad', 'went', 'dunno', 'whether', '2', 'eat', 'sch', 'wat']",97
ham,"['Mmmmm', 'sooooo', 'good', 'wake', 'words', 'morning', 'Love', 'Mmmm', 'fuck', 'love', 'Lion', 'devouring', 'kiss', 'across', 'sea']",153
ham,"['pleased', 'inform', 'application', 'Airtel', 'Broadband', 'processed', 'successfully', 'installation', 'happen', 'within', '3', 'days']",139
ham,"['happen', 'dear', 'silent', 'tensed']",45
ham,"['Ill', 'get', '3', 'unless', 'guys', 'want', 'come', 'time', 'sooner']",69
ham,"['coughing', 'nothing']",40
ham,"['Ü', 'come', 'lt', '25', 'n', 'pass', 'lar']",29
ham,"['Im', 'e', 'person', 'whos', 'e', 'sms', 'survey']",40
ham,"['Lol', 'ok', 'ill', 'try', 'send', 'warned', 'Sprint', 'dead', 'slow', 'Youll', 'prolly', 'get', 'tomorrow']",84
ham,"['Thank', 'meet', 'monday']",25
ham,"['TH', 'GOWER', 'MATE', 'R', 'U', 'MAN', 'GOOD', 'WALES', 'ILL', 'B', 'BACK', '\x91MORROW', 'C', 'U', 'WK', 'MSG', '4', '\x96', 'RANDOM']",138
spam,"['Rock', 'yr', 'chik', 'Get', '100s', 'filthy', 'films', 'XXX', 'pics', 'yr', 'phone', 'rply', 'FILTH', '69669', 'Saristar', 'Ltd', 'E14', '9YT', '08701752560', '450p', 'per', '5', 'days', 'Stop2', 'cancel']",152
ham,"['Single', 'line', 'big', 'meaning', 'Miss', 'anything', '4', 'ur', 'Best', 'Life', 'dont', 'miss', 'ur', 'best', 'life', 'anything', 'Gud', 'nyt']",123
ham,"['got', 'like', 'ltgt', 'get', 'later', 'though', 'Get', 'whatever', 'feel', 'like']",85
ham,"['Dad', 'wanted', 'talk', 'apartment', 'got', 'late', 'start', 'omw']",69
ham,['love'],23
ham,"['Lol', 'u', 'still', 'feeling', 'sick']",25
ham,"['Din', 'tell', 'u', 'jus', '420']",24
ham,"['eyes', 'philosophy']",30
spam,"['next', 'month', 'get', 'upto', '50', 'Calls', '4', 'Ur', 'standard', 'network', 'charge', '2', 'activate', 'Call', '9061100010', 'C', 'Wire3net', '1st4Terms', 'PoBox84', 'M26', '3UZ', 'Cost', '£150', 'min', 'MobcudB']",161
ham,"['Ok', 'lor', 'Im', 'town', 'lei']",28
ham,"['alreadysabarish', 'asked', 'go']",43
ham,"['da', 'Vijay', 'going', 'talk', 'jaya', 'tv']",39
spam,"['URGENT', 'trying', 'contact', 'U', 'Todays', 'draw', 'shows', '£800', 'prize', 'GUARANTEED', 'Call', '09050000460', 'land', 'line', 'Claim', 'J89', 'po', 'box245c2150pm']",156
ham,"['Lol', 'know', 'Hey', 'someone', 'great', 'inpersonation', 'flea', 'forums', 'love']",83
spam,"['Text', 'BANNEDUK', '89555', 'see', 'cost', '150p', 'textoperator', 'g696ga', '18', 'XXX']",68
ham,"['Still', 'chance', 'search', 'hard', 'get', 'itlet', 'try']",73
spam,"['Auction', 'round', '4', 'highest', 'bid', '£54', 'Next', 'maximum', 'bid', '£71', 'bid', 'send', 'BIDS', 'e', 'g', '10', 'bid', '£10', '83383', 'Good', 'luck']",130
ham,"['always', 'celebrate', 'NYs', 'family']",47
ham,"['know', 'TAJ', 'MAHAL', 'symbol', 'love', 'lesser', 'known', 'facts', '1', 'Mumtaz', 'Shahjahans', '4th', 'wife', '7', 'wifes', '2', 'Shahjahan', 'killed', 'Mumtazs', 'husband', 'marry', '3', 'Mumtaz', 'died', 'ltgt', 'th', 'delivery', '4', 'married', 'Mumtazs', 'sister', 'Question', 'arises', 'Hell', 'LOVE', 'Great', 'Hari']",322
ham,"['okcome', 'home', 'vl', 'nice', 'meet', 'v', 'chat']",59
spam,"['Collect', 'VALENTINES', 'weekend', 'PARIS', 'inc', 'Flight', 'Hotel', '£200', 'Prize', 'guaranteed', 'Text', 'PARIS', '69101', 'wwwrtfsphostingcom']",133
ham,"['Sent', 'de', 'webadres', 'geting', 'salary', 'slip']",42
ham,"['Shes', 'fine', 'Sends', 'greetings']",31
spam,"['Customer', 'Loyalty', 'OfferThe', 'NEW', 'Nokia6650', 'Mobile', '£10', 'TXTAUCTION', 'Txt', 'word', 'START', '81151', 'get', '4TCtxt', 'TC', '150pMTmsg']",144
ham,"['dint', 'touch']",30
ham,"['Yup', 'leaving', 'right', 'back', 'soon']",36
spam,"['wont', 'believe', 'true', 'Incredible', 'Txts', 'Reply', 'G', 'learn', 'truly', 'amazing', 'things', 'blow', 'mind', 'O2FWD', '18ptxt']",149
ham,"['Yeah', 'sure', 'Ill', 'leave', 'min']",29
ham,"['one', 'teach', 'ship', 'cars']",59
ham,"['sign', 'maturity', 'start', 'saying', 'big', 'things', 'actually', 'start', 'understanding', 'small', 'things', 'NICE', 'EVENING', 'BSLVYL']",154
ham,"['Yeah', 'confirmed', 'staying', 'weekend']",47
ham,"['said', 'ü', 'dun', 'haf', 'passport', 'smth', 'like', 'dat', 'ü', 'juz', 'send', 'email', 'account']",85
ham,"['Multiply', 'numbers', 'independently', 'count', 'decimal', 'points', 'division', 'push', 'decimal', 'places', 'like', 'showed']",126
ham,"['lovely', 'night', 'wake', 'see', 'message', 'hope', 'smile', 'knowing', 'great', 'morning']",128
ham,"['Ard', '4', 'lor']",12
ham,"['right', 'Meanwhile', 'hows', 'project', 'twins', 'comin']",53
ham,"['sent', 'maga', 'money', 'yesterday', 'oh']",41
spam,"['Hi', '07734396839', 'IBH', 'Customer', 'Loyalty', 'Offer', 'NEW', 'NOKIA6600', 'Mobile', '£10', 'TXTAUCTIONTxt', 'wordSTART', 'No81151', 'get', 'Now4T']",142
ham,"['Heart', 'empty', 'without', 'love', 'Mind', 'empty', 'without', 'wisdom', 'Eyes', 'r', 'empty', 'without', 'dreams', 'amp', 'Life', 'empty', 'without', 'frnds', 'Alwys', 'Touch', 'Good', 'night', 'amp', 'sweet', 'dreams']",176
spam,"['hot', 'n', 'horny', 'willing', 'live', 'local', 'text', 'reply', 'hear', 'strt', 'back', '150p', 'per', 'msg', 'Netcollex', 'LtdHelpDesk', '02085076972', 'reply', 'Stop', 'end']",155
ham,"['ride', 'equally', 'uneventful', 'many', 'pesky', 'cyclists', 'around', 'time', 'night']",99
ham,"['wereare', 'free', 'give', 'Otherwise', 'nalla', 'adi', 'entey', 'nattil', 'kittum']",72
ham,"['Ive', 'sent', 'wife', 'text', 'buy', 'shell', 'tell', 'relax', 'go', 'get', 'wkend']",123
ham,"['escape', 'theatre', 'Going', 'watch', 'KAVALAN', 'minutes']",69
ham,"['much', 'would', 'cost', 'hire', 'hitman']",39
ham,"['anything', 'lor']",17
ham,"['Sorry', 'Ill', 'call', 'later']",22
spam,"['want', 'New', 'Nokia', '3510i', 'Colour', 'Phone', 'Delivered', 'Tomorrow', '200', 'FREE', 'minutes', 'mobile', '100', 'FREE', 'text', 'FREE', 'camcorder', 'Reply', 'Call', '08000930705']",157
ham,"['Huh', 'cant', 'go', '2', 'ur', 'house', 'empty', 'handed', 'right']",48
ham,"['Good', 'morning', 'princess', 'Happy', 'New', 'Year']",38
spam,"['Congratulations', 'YOUVE', 'Youre', 'Winner', 'August', '£1000', 'Prize', 'Draw', 'Call', '09066660100', 'Prize', 'Code', '2309']",114
ham,"['Aight', 'well', 'head']",30
ham,"['wat', 'r', 'u', 'Busy', 'wif', 'work']",38
ham,"['know', 'mood', 'today']",25
ham,"['Jay', 'told', 'already']",28
ham,"['Cps', 'causing', 'outages', 'conserve', 'energy']",46
ham,"['Im', 'sure', 'checking', 'happening', 'around', 'area']",72
ham,"['Hey', 'morning', 'come', 'ask', 'pa']",41
ham,"['Jordan', 'got', 'voted', 'last', 'nite']",31
ham,"['means', 'got', 'epi', 'shes', 'fine', 'Shes']",59
ham,['idea'],28
ham,"['Pls', 'come', 'quick', 'cant', 'bare']",30
ham,"['Joys', 'father', 'John', 'John', 'Joys', 'father', 'u', 'ans', 'ths', 'hav', 'ltgt', 'IQ', 'Tis', 'IAS', 'question', 'try', 'answer']",131
ham,"['Call', 'unable', 'cal', 'Lets', 'meet', 'bhaskar', 'deep']",55
ham,"['Ill', 'meet', 'library']",32
ham,"['K', 'roommate', 'also', 'wants', 'dubsack', 'another', 'friend', 'may', 'also', 'want', 'plan', 'bringing', 'extra', 'Ill', 'tell', 'know', 'sure']",138
ham,"['Depends', 'individual', 'lor', 'e', 'hair', 'dresser', 'say', 'pretty', 'parents', 'say', 'look', 'gong', 'U', 'kaypoh', 'also', 'dunno', 'wat', 'collecting']",125
ham,"['Ok', 'c', 'ü']",12
ham,"['enjoy', 'watching', 'playing', 'football', 'basketball', 'Anything', 'outdoors']",81
ham,"['please', 'ask', 'macho', 'price', 'range', 'want', 'something', 'new', 'used', 'plus', 'interfued', 'blackberry', 'bold', 'ltgt', 'bb']",155
ham,"['Sorry', 'sent', 'blank', 'msg', 'Yup', 'trying', '2', 'serious', 'studying']",74
ham,"['Hey', 'check', 'da', 'listed', 'da']",34
spam,"['8007', '25p', '4', 'Alfie', 'Moons', 'Children', 'Need', 'song', 'ur', 'mob', 'Tell', 'ur', 'm8s', 'Txt', 'TONE', 'CHARITY', '8007', 'nokias', 'POLY', 'CHARITY', 'polys', 'zed', '08701417012', 'profit', '2', 'charity']",166
ham,"['meant', 'apology', 'texting', 'get', 'drugs', 'ltgt', 'night']",84
ham,"['means', 'february', 'april', 'ill', 'getting', 'place', 'stay', 'dont', 'hustle', 'back', 'forth', 'audition', 'season', 'since', 'sister', 'moved', 'away', 'harlem']",190
ham,"['Goin', 'workout', 'lor', 'Muz', 'lose', 'e', 'fats']",42
ham,"['Damn', 'poor', 'zac', 'doesnt', 'stand', 'chance']",37
ham,"['messageno', 'responcewhat', 'happend']",38
ham,"['want', 'tel', 'u', 'one', 'thing', 'u', 'mistake', 'k', 'MESSAGE', 'SENT']",87
ham,"['Yeah', 'right', 'Ill', 'bring', 'tape', 'measure', 'fri']",43
ham,"['Still', 'chance', 'search', 'hard', 'get', 'itlet', 'try']",73
ham,"['Meeting', 'u', 'work', 'Tel', 'shall', 'work', 'tomorrow']",65
ham,"['head', 'straight']",36
